id,name,state,district,latitude,longitude,area_coverage,altitude,description,source,submitted_at,user
1,Bgdsg,Karnataka,kodagu,11.983889,75.947778,21.59,935.0,,approved,,
2,Bkdsg,Karnataka,kodagu,12.032500,75.901944,9.4,855.0,,approved,,
3,Brdsg,Karnataka,kodagu,12.094166,75.931389,1.3,812.0,,approved,,
4,Brlsg,Karnataka,kodagu,12.095833,75.908333,2.4,799.0,,approved,,
5,Btdsg,Karnataka,kodagu,12.190000,75.788611,12.1,879.0,,approved,,
6,Hgdsg,Karnataka,kodagu,12.144444,75.767778,2.4,917.0,,approved,,
7,Hglsge,Karnataka,kodagu,12.143055,75.768611,39.7,912.0,,approved,,
8,Hglsgw,Karnataka,kodagu,12.143055,75.768611,39.7,912.0,,approved,,
9,Htdsg,Karnataka,kodagu,12.125556,75.926667,8.9,822.0,,approved,,
10,Icdsg,Karnataka,kodagu,12.150000,75.908611,4.0,858.0,,approved,,
11,Kbdsg,Karnataka,kodagu,12.165278,75.860278,12.4,843.0,,approved,,
12,Kdpalm,Karnataka,kodagu,12.162222,75.901944,6.6,966.0,,approved,,
13,Ktdsg,Karnataka,kodagu,12.193055,75.767500,0.2,918.0,,approved,,
14,Kudsg,Karnataka,kodagu,12.102778,75.864722,3.7,860.0,,approved,,
15,Kuhdsg,Karnataka,kodagu,12.110556,75.868889,3.2,857.0,,approved,,
16,Kulsg,Karnataka,kodagu,12.107500,75.863889,1.4,847.0,,approved,,
17,Pldsg,Karnataka,kodagu,12.198055,75.924723,7.1,870.0,,approved,,
18,Pldsg,Karnataka,kodagu,12.186944,75.718056,2.1,930.0,,approved,,
19,Pllsge,Karnataka,kodagu,12.186666,75.715833,48.1,935.0,,approved,,
20,Pllsgw,Karnataka,kodagu,12.181945,75.715556,48.1,956.0,,approved,,
21,Topaji,Karnataka,kodagu,12.157778,75.712222,0.0,910.0,,approved,,
22,Tslsg,Karnataka,kodagu,12.040000,75.956111,14.0,820.0,,approved,,
23,Kabi Lungchuk,Sikkim,Kabi,27.398327,88.609328,300.0,1950.0,,approved,,
24,Chuba,Sikkim,Lachung RF,27.728766,88.754775,0.0,3010.0,,approved,,
25,"Norbugang, Yuksam, Coro",Sikkim,Yuksam,27.369911,88.216750,0.7,1793.0,,approved,,
26,Dubdi Monastery,Sikkim,Yuksam,27.368336,88.230820,0.7,1980.0,,approved,,
27,Enchey Monastery,Sikkim,Gangtok,27.337152,88.619256,1.62,1818.0,,approved,,
28,Khecheopalri Lake,Sikkim,Khecheopalri,27.349308,88.190158,0.0,1805.0,,approved,,
29,Labrang Monastery,Sikkim,Near Phodong Monastery,27.367850,88.568400,1.21,1917.0,,approved,,
30,Lhari-rinchen nying phug,Sikkim,9km from Labdang village,27.439222,88.277584,0.0,2835.0,,approved,,
31,Sang-ngor Gumpa,Sikkim,Rongay,27.341847,88.644564,0.0,1645.0,,approved,,
32,Nub dechen phug,Sikkim,10 km from Yuksam,27.334222,88.123631,0.0,3165.0,,approved,,
33,Phensong Monastery,Sikkim,3km from Phensong Village,27.420742,88.611056,2.02,1520.0,,approved,,
34,Phur chachu,Sikkim,Legship,27.250108,88.303164,0.0,475.0,,approved,,
35,Rumtek old Monastery,Sikkim,Rumtek,27.285072,88.562283,0.0,1609.0,,approved,,
36,Pathing Monastery (Rinchhen-tse gonpa),Sikkim,Machong,27.226667,88.667223,40.45,1220.0,,approved,,
37,Sanga choeling Monastery,Sikkim,Above Pelling,27.297247,88.221025,0.0,2107.0,,approved,,
38,Gadi Central Pandam,Sikkim,Pandam,27.220906,88.528400,2.02,1752.0,,approved,,
39,Biring,Sikkim,Bering,27.215925,88.656511,1.0,972.0,,approved,,
40,Tarku Tak Kali Mandir,Sikkim,Temi Tarku,27.244500,88.437805,0.0,946.0,,approved,,
41,Rolu Devithan,Sikkim,Melli-Jorethang road,27.096944,88.387416,0.0,284.0,,approved,,
42,Taku ney/Rolep bouda sacred grove,Sikkim,5 km from Rolep village,27.286527,88.726139,0.97,1504.0,,approved,,
43,Rani Dhunga,Sikkim,Above Sardung village,27.290805,88.174139,0.0,2478.0,,approved,,
44,Kalkani Devi Mandir,Sikkim,Triveni,27.220611,88.533223,0.0,260.0,,approved,,
45,Smritivan,Sikkim,Bulbulay,27.359569,88.626678,0.0,1943.0,,approved,,
46,Bajhari kot (Kot),Himachal Pradesh,Lajheri (Anni),31.726900,77.430000,2.53,2368.0,,approved,,
47,Binguli Nag (Shigogi),Himachal Pradesh,Vyangal (Anni),31.459700,77.511100,2.02,2061.0,,approved,,
48,Pacchal Devi (Deori),Himachal Pradesh,Javan (Anni),31.459700,77.511100,2.02,1726.0,,approved,,
49,Jogeshwar Mahadev,Himachal Pradesh,(Anni),31.410500,77.437700,1.01,1985.0,,approved,,
50,Shamshar Mahadev,Himachal Pradesh,Chowai (Anni),31.710200,77.865500,1.52,1385.0,,approved,,
51,Vyas Rishi (Kuiner),Himachal Pradesh,Mohan (Anni),31.498600,77.473800,0.38,1657.0,,approved,,
52,Bungru Mahadev (Deutha),Himachal Pradesh,Deutha (Banjar),31.875800,77.530200,1.52,1870.0,,approved,,
53,Pundrik Rishi (Dalogi),Himachal Pradesh,Suchehan (Banjar),31.958800,77.456600,4.55,2074.0,,approved,,
54,Jagtham Rishi,Himachal Pradesh,Gada Parli (Banjar),31.995000,77.538000,0.76,2395.0,,approved,,
55,Jagtham Rishi,Himachal Pradesh,Gada Parli (Banjar),32.008800,77.505000,1.52,2398.0,,approved,,
56,Jagtham Rishi,Himachal Pradesh,Gada Parli (Banjar),32.211100,77.830100,22.76,3194.0,,approved,,
57,Ishwar Mahadev,Himachal Pradesh,Palahch (Banjar),31.727200,77.363800,10.12,1694.0,,approved,,
58,Jagdamini Rishi,Himachal Pradesh,Kalwari (Banjar),31.765000,77.418300,1.52,2168.0,,approved,,
59,Jagtham Rishi (Bagi),Himachal Pradesh,Gada Parli (Banjar),31.813800,77.633300,3.03,2410.0,,approved,,
60,Shesh Nag (Manoun),Himachal Pradesh,Kalwari (Banjar),31.711300,77.483600,0.76,2693.0,,approved,,
61,Budhi Nagin (Ghiyagi),Himachal Pradesh,Khadagad (Banjar),31.769100,77.563800,1.26,2039.0,,approved,,
62,Laxmi Narayan (Bagi),Himachal Pradesh,Kalwari (Banjar),31.800000,77.496600,0.25,2011.0,,approved,,
63,Manu Rishi (Tung),Himachal Pradesh,Shainsar (Banjar),31.999100,77.388800,0.76,2224.0,,approved,,
64,Manu Rishi (Talyahara),Himachal Pradesh,Deuri Dhar (Banjar),31.925800,77.405500,1.14,2518.0,,approved,,
65,Budhi Nagin (Ghiyagi),Himachal Pradesh,Khadagad (Banjar),32.789400,77.389100,0.51,2598.0,,approved,,
66,Garg Rishi (Khanyargi),Himachal Pradesh,Bahalan-2 (Banjar),31.944100,77.368800,2.02,2088.0,,approved,,
67,Sahunag (Manahar),Himachal Pradesh,Shainsar (Banjar),31.881600,77.394100,1.01,1955.0,,approved,,
68,Lomsh Rishi (Sarthi),Himachal Pradesh,Khadagad (Banjar),31.700200,77.438800,3.79,2624.0,,approved,,
69,Panchveer (Sarthi),Himachal Pradesh,Khadagad (Banjar),31.774700,77.552700,1.52,2691.0,,approved,,
70,Shringa Rishi (sarthi ),Himachal Pradesh,Khadagad (Banjar),31.769700,77.567500,2.53,2714.0,,approved,,
71,Satrupa Mata (Mail),Himachal Pradesh,Gadaparli (Banjar),31.960800,77.424400,1.26,1747.0,,approved,,
72,Shankhchool Mahadev,Himachal Pradesh,Shangad (Banjar),31.963300,77.601600,32.55,2100.0,,approved,,
73,Shesh Nag (Chiunt),Himachal Pradesh,Jibhi (Banjar),31.676100,77.383300,0.76,1835.0,,approved,,
74,Shesh Nag (Bhuhara),Himachal Pradesh,Kalwari (Banjar),31.875200,77.587700,0.51,1796.0,,approved,,
75,Shesh Nag (Sihan),Himachal Pradesh,Deuri Dhar (Banjar),31.909700,77.496900,3.29,2280.0,,approved,,
76,Duinu Devta (Shainsar),Himachal Pradesh,Bajahar (Banjar),31.890500,77.541100,25.29,1721.0,,approved,,
77,Jagdamani Rishi,Himachal Pradesh,Deutha (Banjar),31.875200,77.458600,1.26,2314.0,,approved,,
78,Sati Anusuiya (Nijan),Himachal Pradesh,Parli (Kullu),32.058800,77.358800,1.01,2255.0,,approved,,
79,Mata Ashapuri (Mouhan),Himachal Pradesh,Balahan-1 (Kullu),31.906900,77.441300,3.54,1909.0,,approved,,
80,Bhrigu Rishi (Ashani),Himachal Pradesh,Jeshtha (Kullu),31.943300,77.366300,3.03,2045.0,,approved,,
81,Durwasa Rishi (Palgi),Himachal Pradesh,Balhan-1 (Kullu),31.981900,77.503000,1.26,2111.0,,approved,,
82,Bhekhali Mata (Sari),Himachal Pradesh,Sari (Kullu),32.104400,77.134400,1.26,2221.0,,approved,,
83,Bijali Mahadev (Bijali),Himachal Pradesh,Chansari (Kullu),32.025800,77.153800,24.03,2408.0,,approved,,
84,Chayavan Rishi (Nijan),Himachal Pradesh,Parli (Kullu),32.076100,77.359400,5.06,2252.0,,approved,,
85,Dashmi Barda (Kais),Himachal Pradesh,Kais (Kullu),32.030300,77.180000,17.7,1405.0,,approved,,
86,Jagtham Rishi,Himachal Pradesh,Barshaini (Kullu),32.025800,77.586300,1.01,2282.0,,approved,,
87,Shivdharch (Nakthan),Himachal Pradesh,Suchehan (Kullu),32.078800,77.570800,0.19,2395.0,,approved,,
88,Renuka Mata (Tosh),Himachal Pradesh,Barshaini (Kullu),32.248000,77.474100,0.02,2467.0,,approved,,
89,Virnath (Tahuk),Himachal Pradesh,Barshaini (Kullu),32.045000,77.454100,1.01,2186.0,,approved,,
90,Ajay Pal Rishi (Peej),Himachal Pradesh,Peej (Kullu),32.111100,77.261900,1.01,1919.0,,approved,,
91,Bradhiveer (Peej),Himachal Pradesh,Peej (Kullu),32.117700,77.264700,0.25,1934.0,,approved,,
92,Luxmi Narayan (Raila),Himachal Pradesh,Raila (Kullu),31.903600,77.319100,2.28,2058.0,,approved,,
93,Triyugi Narayan (Diyar),Himachal Pradesh,Diyar (Kullu),32.006600,77.433300,50.58,1880.0,,approved,,
94,Devi Jogani (Garh),Himachal Pradesh,Shili Rajgiri (Kullu),33.008800,77.306600,0.13,2574.0,,approved,,
95,Naina Mata (Gojh),Himachal Pradesh,Kasol (Kullu),32.033800,77.544100,4.81,1635.0,,approved,,
96,Grimal Devta (Banogi),Himachal Pradesh,Gahar (Kullu),32.228800,77.162500,0.51,2001.0,,approved,,
97,Athara Pede (Kabadi),Himachal Pradesh,Jeshtha (Kullu),32.033000,77.190200,252.9,1991.0,,approved,,
98,Kali Nag (Karal),Himachal Pradesh,Dev Garh (Kullu),32.092700,77.296600,20.74,1946.0,,approved,,
99,Katrushi Narayan,Himachal Pradesh,Bhalyani (Kullu),32.143600,77.263000,7.33,1934.0,,approved,,
100,Gautam Rishi (Manihar),Himachal Pradesh,Parli (Kullu),32.006600,77.233300,63.23,2340.0,,approved,,
101,Jagdamani Rishi,Himachal Pradesh,Peej (Kullu),32.169400,77.224700,5.06,2182.0,,approved,,
102,Nag Devta (Nijan),Himachal Pradesh,Parli (Kullu),31.874100,77.373000,0.25,2209.0,,approved,,
103,Nag Devta (Nagani),Himachal Pradesh,Shili Rajgiri (Kullu),32.050200,78.177200,0.06,2430.0,,approved,,
104,Vishanu Narayan (Pulga),Himachal Pradesh,Barshaini (Kullu),32.166100,77.526900,2.53,2250.0,,approved,,
105,Amal Narayan (Narol),Himachal Pradesh,Garsa (Kullu),32.007700,77.477200,1.26,1948.0,,approved,,
106,Vasuki Nag (Kumarthi),Himachal Pradesh,Halan-1 (Kullu),32.160200,77.303600,3.79,2017.0,,approved,,
107,Shouth Nihargad,Himachal Pradesh,Bhalan 1 (Kullu),31.901900,77.366600,101.16,1400.0,,approved,,
108,Durwasa Rishi (Palgi),Himachal Pradesh,Balahan -1 (Kullu),32.079400,77.416100,0.06,2062.0,,approved,,
109,Vir Nath (Janahal),Himachal Pradesh,Shil Rajgiri (Kullu),33.057700,77.320000,2.53,1950.0,,approved,,
110,Ringu Nag (Ghat),Himachal Pradesh,Raila (Kullu),32.059400,77.542500,30.35,2170.0,,approved,,
111,Triyugi Narayan,Himachal Pradesh,Dunkhri Gahar (Kullu),32.256100,77.267700,5.06,1978.0,,approved,,
112,Adi Bramha (Rudgi),Himachal Pradesh,Rajgiri (Kullu),32.935800,77.159700,7.59,2155.0,,approved,,
113,Panchali Narayan,Himachal Pradesh,Chaprasa (Kullu),32.137200,77.067500,2.53,1727.0,,approved,,
114,Rawal Rishi (Uchh),Himachal Pradesh,Barshaini (Kullu),32.239100,77.570800,0.51,2125.0,,approved,,
115,Saptpal Rishi (Sori),Himachal Pradesh,Khadihar (Kullu),32.044400,77.176900,37.94,1685.0,,approved,,
116,Renuka Mata (Shiah),Himachal Pradesh,Manjhali (Kullu),31.455800,77.454700,0.25,1757.0,,approved,,
117,Than Devta (Shim),Himachal Pradesh,Mandal Garh (Kullu),31.252500,77.197700,0.25,1559.0,,approved,,
118,Bradhivir (Bhalan),Himachal Pradesh,Bhalan-2 (Kullu),31.869700,77.422700,1.26,2768.0,,approved,,
119,Shukri Nag (Tandala),Himachal Pradesh,Kararsu (Kullu),31.039700,77.402700,0.76,2315.0,,approved,,
120,Jagdamini Rishi,Himachal Pradesh,Naggar (Naggar),32.155200,77.339400,3.79,2211.0,,approved,,
121,Jagdamini Rishi,Himachal Pradesh,Baragran (Naggar),32.185800,77.329700,3.79,1717.0,,approved,,
122,Takshik Nag (Bhanara),Himachal Pradesh,Jagatsukh (Naggar),32.228600,77.355000,1.26,2238.0,,approved,,
123,Jeev Narayan (Bharnout),Himachal Pradesh,Janna (Naggar),32.155800,77.205800,0.76,2086.0,,approved,,
124,Jagdamani Rishi,Himachal Pradesh,Katrain (Naggar),32.163600,77.337500,25.29,1549.0,,approved,,
125,Hadimba Mata (Dhungri),Himachal Pradesh,MC Manali ward-1 (Naggar),32.484700,77.404400,7.84,2039.0,,approved,,
126,Dani Devta (Gojra),Himachal Pradesh,Gojra (Naggar),32.404100,77.295800,5.06,2056.0,,approved,,
128,Jagdamani Rishi,Himachal Pradesh,Karjan (Naggar),32.307700,77.281900,1.26,1773.0,,approved,,
129,Kartik Swami,Himachal Pradesh,Gojra (Naggar),30.352700,77.368000,5.06,1897.0,,approved,,
130,Kartik Swami (Nathan),Himachal Pradesh,Nathan (Naggar),32.336900,77.391900,2.02,2183.0,,approved,,
131,Larain Mahadev (Laran),Himachal Pradesh,Nathan (Naggar),31.174100,77.281100,1.01,1548.0,,approved,,
132,Raja Bali (Kharol),Himachal Pradesh,Nathan (Naggar),32.116900,77.364400,20.23,2404.0,,approved,,
133,Vasuki Nag (Damadhi),Himachal Pradesh,Halan-1(Naggar),32.211100,77.361900,1.26,2275.0,,approved,,
134,Vasuki Nag (Balthan),Himachal Pradesh,Halan-1 (Naggar),32.208000,77.457200,12.65,2422.0,,approved,,
136,Chamunda Mata,Himachal Pradesh,Nathan (Naggar),32.208000,77.326300,0.76,1773.0,,approved,,
137,Jagdamani Rishi (Neri),Himachal Pradesh,Pichhalihar (Naggar),32.288600,77.104400,3.79,2016.0,,approved,,
138,Dhumal Nag (Pew),Himachal Pradesh,Halan-2 (Naggar),32.351900,77.045500,5.06,2303.0,,approved,,
139,Jamlu Devta (Prini),Himachal Pradesh,Prini (Naggar),32.303300,77.333800,2.53,2085.0,,approved,,
140,Dev Vishanu (Sajla),Himachal Pradesh,Karjan (Naggar),32.294700,77.346300,2.53,1889.0,,approved,,
141,Raja Bali (Dugla Seri),Himachal Pradesh,Nagger (Naggar),32.183000,77.308300,1.26,2156.0,,approved,,
142,Sharwari Mata (Shuru),Himachal Pradesh,Prini (Naggar),31.203300,77.260000,7.84,1961.0,,approved,,
143,Shandil Rishi (Shilin),Himachal Pradesh,Shilin (Naggar),31.235200,77.379700,1.52,2144.0,,approved,,
144,Jagdamini Rishi (Soel),Himachal Pradesh,Soel (Naggar),32.390800,77.192500,2.53,1907.0,,approved,,
145,Gauri Shankar (Dashal),Himachal Pradesh,Halan-1 (Naggar),31.266300,77.366100,0.51,1741.0,,approved,,
146,Tripura Sundari (Naggar),Himachal Pradesh,Naggar (Naggar),31.296900,77.174400,1.77,1770.0,,approved,,
147,Ambika Mata,Himachal Pradesh,Nirmand (Nirmand),31.553300,77.648800,3.03,1392.0,,approved,,
148,Dakshineshwer Mahadev,Himachal Pradesh,Nirmand (Nirmand),31.555200,77.661100,0.51,1405.0,,approved,,
149,Devta Chhambhu,Himachal Pradesh,Garej (Nirmand),31.625200,77.730200,0.51,900.0,,approved,,
150,Jalandhi Rishi (Sarahan),Himachal Pradesh,Sarahan (Nirmand),31.665200,77.581300,8.85,2382.0,,approved,,
151,Kali Mata (Baga),Himachal Pradesh,Sarahan (Nirmand),31.558000,77.555000,8.85,2367.0,,approved,,
152,Natali Nag (Ram Gadh),Himachal Pradesh,Nishani (Nirmand),31.604100,77.712500,0.25,2407.0,,approved,,
153,Natali Nag (Sunehra),Himachal Pradesh,Nishani (Nirmand),31.634400,77.743300,0.38,1796.0,,approved,,
154,Sunari Devi (Pujarli),Himachal Pradesh,Nishani (Nirmand),31.653300,77.786600,0.89,1730.0,,approved,,
155,Bhima kali ( Ganvi ),Himachal Pradesh,Dumehar ( Basantpur ),31.326900,77.396300,1.41,1640.0,,approved,,
156,Bhima Kali ( Karyali ),Himachal Pradesh,Karyali ( Basantpur ),31.489400,77.444700,16.25,1346.0,,approved,,
157,Gaun Devta ( Chaplani ),Himachal Pradesh,Karyali ( Basantpur ),31.447500,77.443800,0.13,2017.0,,approved,,
158,Devta Bathendlu ( Panjeli ),Himachal Pradesh,Khatnol ( Basantpur ),31.179400,77.493300,10.0,1910.0,,approved,,
159,Devta Maheshwar ( Neen ),Himachal Pradesh,Neen ( Basantpur ),31.213800,77.317200,0.75,1742.0,,approved,,
160,Pandoi Devta ( Dharogra ),Himachal Pradesh,Dharogra ( Basantpur ),31.457700,77.400200,1.25,1786.0,,approved,,
161,Doom Devta ( Taloti ),Himachal Pradesh,Khatnol ( Basantpur ),31.232200,77.489100,0.0,1980.0,,approved,,
162,Doom Devta ( Dumehar ),Himachal Pradesh,Dumehar ( Basantpur ),31.230800,77.306900,0.06,1542.0,,approved,,
163,Shalli Mata ( Shill ),Himachal Pradesh,Majhwer ( Basantpur ),31.360000,77.251300,17.5,1660.0,,approved,,
164,Ma Bhima Kali ( Devla ),Himachal Pradesh,Devla ( Basantpur ),31.265800,77.283800,0.38,1834.0,,approved,,
165,Bhimakali ( Basantpur ),Himachal Pradesh,Basantpue ( Basantpur ),31.364700,77.261900,8.0,1088.0,,approved,,
166,Majhwer Devta ( Majhwer ),Himachal Pradesh,Majhwer ( Basantpur ),31.342700,77.460200,0.25,1693.0,,approved,,
168,Pandoi Devta ( Pandoa ),Himachal Pradesh,Bag ( Basantpur ),31.380800,77.440000,5.0,736.0,,approved,,
169,Deokar Devta ( Sandoa ),Himachal Pradesh,Sandoa ( Basantpur ),31.475200,77.520000,25.0,1682.0,,approved,,
170,Doom Devta ( Shada ),Himachal Pradesh,Karyali ( Basantpur ),31.256300,77.327500,0.08,1755.0,,approved,,
171,Shatkavanni ( Dandi Bag ),Himachal Pradesh,Khatnol ( Basantpur ),31.270000,77.536100,7.0,1901.0,,approved,,
172,Sunnu Devta ( Graon ),Himachal Pradesh,Karyali ( Basantpur ),31.256300,77.327500,0.25,982.0,,approved,,
173,Banashira ( Larot ),Himachal Pradesh,Shiladesh ( Chirgaon ),31.477500,77.065800,8.75,2509.0,,approved,,
174,Jabal Narayan ( Jabal ),Himachal Pradesh,Dagoli ( Chirgaon ),31.330200,78.085800,6.25,2519.0,,approved,,
175,Jakh Devta ( Gajiyani ),Himachal Pradesh,Shiladesh ( Chirgaon ),31.151300,77.205500,0.0,2206.0,,approved,,
176,Bashik Maharaj ( Jakhnoti ),Himachal Pradesh,Sundabauna ( Chirgaon ),31.466900,77.899100,15.0,2479.0,,approved,,
177,Khantu Devta ( Ranol ),Himachal Pradesh,Ranol ( Chirgaon ),31.382700,78.029400,10.0,2613.0,,approved,,
178,Khantu Devta ( Devidhar ),Himachal Pradesh,Saribhasa ( Chirgaon ),31.460800,78.023300,2.25,2141.0,,approved,,
179,Mahadev Devta ( Pujarli ),Himachal Pradesh,Bhumper ( Chirgaon ),31.494400,77.904700,6.75,2056.0,,approved,,
180,Mahasu Devta,Himachal Pradesh,Gavas ( Chirgaon ),31.298800,78.002700,32.5,2233.0,,approved,,
181,Pavasi Devta,Himachal Pradesh,Rohal ( Chirgaon ),31.525500,78.047700,4.25,2598.0,,approved,,
182,Pavasi Devta,Himachal Pradesh,Gavas ( Chirgaon ),31.342700,77.929700,0.0,2071.0,,approved,,
183,Pavasi Devta,Himachal Pradesh,Bhumper ( Chirgaon ),31.443000,77.088800,1.0,2208.0,,approved,,
184,Pavasi Devta,Himachal Pradesh,Chirgaon ( Chirgaon ),31.390500,77.912200,0.75,2096.0,,approved,,
185,Pavasi Devta,Himachal Pradesh,Tikri ( Chirgaon ),31.469400,77.158800,0.25,2019.0,,approved,,
186,Sandar Devta,Himachal Pradesh,Shiladesh ( Chirgaon ),31.392700,77.046600,1.5,2505.0,,approved,,
187,Shediya Mahasu,Himachal Pradesh,Gaunsari ( Chirgaon ),31.298000,77.446300,0.0,2692.0,,approved,,
188,Soni Nag Devta,Himachal Pradesh,Khabal ( Chirgaon ),31.305000,77.980200,5.0,2478.0,,approved,,
189,Bijat Maharaj,Himachal Pradesh,Sarahain ( Chopal ),30.965200,77.736900,25.0,2203.0,,approved,,
190,Chanjai Mata,Himachal Pradesh,Thana ( Chopal ),31.204400,77.779100,0.09,2203.0,,approved,,
191,Dakraie Devta,Himachal Pradesh,Bamta ( Chopal ),31.073300,77.643600,3.0,2203.0,,approved,,
192,Dundhi Mata,Himachal Pradesh,Dhabas ( Chopal ),31.127500,77.682500,1.5,1696.0,,approved,,
193,Durga Mata,Himachal Pradesh,Thana ( Chopal ),30.950800,77.591900,2.0,2333.0,,approved,,
194,Nag Devta,Himachal Pradesh,Matal ( Chopal ),31.066600,77.836600,2.75,2520.0,,approved,,
195,Nag Devta,Himachal Pradesh,Bamta ( Chopal ),31.265500,77.832200,0.13,2000.0,,approved,,
196,Shirgul Maharaj,Himachal Pradesh,Thana ( Chopal ),30.964400,77.727700,0.05,2508.0,,approved,,
197,Banar Devta,Himachal Pradesh,Mandal ( Jubbal ),31.153300,77.994100,0.0,0.0,,approved,,
198,Bondra Devta,Himachal Pradesh,Baghar ( Jubbal ),31.185000,77.605800,22.5,2455.0,,approved,,
199,Nar Singh Devta,Himachal Pradesh,Bag Domehar ( Jubbal ),31.180800,77.614100,5.0,1706.0,,approved,,
200,Devta Nandrari,Himachal Pradesh,Bag ( Jubbal ),31.153600,77.681900,5.5,1855.0,,approved,,
201,Doom Devta,Himachal Pradesh,Devgarh ( Jubbal ),31.345000,77.612200,1.25,1965.0,,approved,,
202,Durga Mata,Himachal Pradesh,Mahasu ( Jubbal ),31.153600,77.572500,1.0,1965.0,,approved,,
203,Hateshweri Mata,Himachal Pradesh,Sarswati Nagar ( Jubbal ),31.358600,77.932200,7.5,1420.0,,approved,,
204,Krishan,Himachal Pradesh,Purg ( Jubbal ),31.281300,77.689400,1.0,2011.0,,approved,,
205,Nandan Mata,Himachal Pradesh,Shilhi ( Jubbal ),31.325800,77.597500,17.5,2015.0,,approved,,
206,Pavasi Devta,Himachal Pradesh,Bholar ( Jubbal ),31.298000,77.880200,5.0,2224.0,,approved,,
207,Devi Shakti,Himachal Pradesh,Deeb ( Kumarsain ),31.558300,77.613300,37.5,2119.0,,approved,,
208,Devta Dhaneshwar,Himachal Pradesh,Kirti ( Kumarsain ),31.547200,77.606900,3.0,898.0,,approved,,
209,Marich Devta,Himachal Pradesh,Kumarsain ( Kumarsain ),31.318600,77.509400,14.75,1532.0,,approved,,
210,Koteshwa Devta,Himachal Pradesh,Kumarsain ( Kumarsain ),31.454400,77.569400,0.25,1480.0,,approved,,
211,Pandoi Devta,Himachal Pradesh,Kotighat ( Kumarsain ),31.336300,77.505500,3.75,1761.0,,approved,,
212,Mur Devta Shiv Mahakal,Himachal Pradesh,Mogda ( Kumarsain ),31.531900,77.422200,4.0,1815.0,,approved,,
213,Nag Shirgul,Himachal Pradesh,Kangal ( Kumarsain ),31.329100,77.373600,1.0,1956.0,,approved,,
214,Nag Devta,Himachal Pradesh,Jarol ( Kumarsain ),31.337200,77.746100,0.5,2486.0,,approved,,
215,Bhat Devta,Himachal Pradesh,Bhattakufar ( Mashobra ),31.112200,77.291100,1.25,1832.0,,approved,,
216,Devdhar Mata,Himachal Pradesh,Chedi ( Mashobra ),31.330200,77.337200,1.0,1710.0,,approved,,
217,Devta Manoon,Himachal Pradesh,Dharbhog ( Mashobra ),31.162200,77.525000,18.0,2098.0,,approved,,
218,Katheshwar Devta,Himachal Pradesh,Koti ( Mashobra ),31.146900,77.397700,0.13,2201.0,,approved,,
219,Nag Devta,Himachal Pradesh,Dummi ( Mashobra ),31.236100,77.191300,6.25,1846.0,,approved,,
220,Devtsa Shaine,Himachal Pradesh,Patgair ( Mashobra ),31.258000,77.348300,22.5,2234.0,,approved,,
221,Dhandi Devta,Himachal Pradesh,Chedi ( Mashobra ),31.336100,77.296300,22.5,1747.0,,approved,,
222,Dhandi Devta,Himachal Pradesh,Pagog ( Mashobra ),31.281600,77.419100,3.75,1887.0,,approved,,
223,Jawala Mata,Himachal Pradesh,Chamyana ( Mashobra ),31.125800,77.338000,1.25,2109.0,,approved,,
224,Jawala Mata,Himachal Pradesh,Jathiya Devi ( Mashobra ),31.105000,77.166100,25.0,1486.0,,approved,,
225,Junga Devta,Himachal Pradesh,Baggi ( Mashobra ),31.255200,77.308800,0.5,1332.0,,approved,,
226,Kali Mata,Himachal Pradesh,Bhont ( Mashobra ),31.168300,77.224700,0.25,2049.0,,approved,,
227,Bhima Kali,Himachal Pradesh,Kufri ( Mashobra ),31.182200,77.399400,0.04,2522.0,,approved,,
228,Mahavir,Himachal Pradesh,Darbhog ( Mashobra ),31.280800,77.526300,0.15,2405.0,,approved,,
229,Narsingh,Himachal Pradesh,Baggi ( Mashobra ),31.181100,77.250500,7.5,1273.0,,approved,,
230,Shiv Tarav,Himachal Pradesh,Anandpur ( Mashobra ),31.178300,77.270500,6.25,1991.0,,approved,,
231,Pozhiyoor Temple Kavu,Kerala,Trivananthapuram,8.303533,77.090417,10.0,,,approved,,
232,Ulloorkonam Kavu,Kerala,Trivananthapuram,8.334033,77.092267,5.0,,,approved,,
233,Kannaman Konam Kavu,Kerala,trivananthapuram,8.319817,77.087400,20.0,,,approved,,
234,Amaravila Kavu,Kerala,trivananthapuram,8.320017,77.092567,17.0,,,approved,,
235,Nagarmadom kavu,Kerala,trivananthapuram,8.324533,77.092017,10.0,,,approved,,
236,Nagaru Kavu,Kerala,trivananthapuram,8.324133,77.103217,10.0,,,approved,,
237,Kavil Kulan Nagar Kavu,Kerala,trivananthapuram,8.325967,77.059400,10.0,,,approved,,
238,Ayiramvally Kavu,Kerala,trivananthapuram,8.422683,77.048083,4.0,,,approved,,
239,Azhippil Kavu,Kerala,trivananthapuram,8.413467,77.047100,20.0,,,approved,,
240,Kavil Nagaru Kavu,Kerala,trivananthapuram,8.395733,77.047900,14.0,,,approved,,
241,Thamburan kavu,Kerala,trivananthapuram,8.373150,77.023467,15.0,,,approved,,
242,Thekkekonam Nagaru Kavu,Kerala,trivananthapuram,8.365750,77.019000,7.0,,,approved,,
243,Mulloor Sreekrishna Sivan Kavu,Kerala,trivananthapuram,8.375250,77.009950,5.0,,,approved,,
